idp;a;veget5
580869 ;9;M
580869 ;10;M
580869 ;13;M
580869 ;17;M
580895 ;7;M
580946 ;2;M
580946 ;7;M
580946 ;8;M
580946 ;9;M
580946 ;17;6
580946 ;22;M
580946 ;23;M
580946 ;25;6
580961 ;4;M
580961 ;5;M
580961 ;7;N
580961 ;10;M
580961 ;12;M
580968 ;11;M
580968 ;14;M
581024 ;7;M
581041 ;3;M
581041 ;9;M
581041 ;10;M
581041 ;13;M
581061 ;3;6
581131 ;4;6
581131 ;5;6
581131 ;9;6
581165 ;3;N
581177 ;2;M
581177 ;3;M
581222 ;8;M
581222 ;9;M
581251 ;10;M
581251 ;12;M
581251 ;17;M
581370 ;7;6
581370 ;10;6
581370 ;12;6
581370 ;13;6
581432 ;13;A
581432 ;14;A
581510 ;11;M
581516 ;2;M
581546 ;16;M
581565 ;12;M
581614 ;1;M
581632 ;5;M
581632 ;10;M
581632 ;12;M
581790 ;4;M
581790 ;14;M
581790 ;15;M
581790 ;16;M
581793 ;16;A
581804 ;11;M
581835 ;3;M
581835 ;6;M
581842 ;5;M
581898 ;10;A
581933 ;1;M
581933 ;10;M
581974 ;5;M
581996 ;2;M
581996 ;3;M
581996 ;6;M
581996 ;7;M
581996 ;8;M
581996 ;10;M
581996 ;13;M
581996 ;14;M
581996 ;15;M
581996 ;18;M
581996 ;19;M
581996 ;20;M
581996 ;23;M
581996 ;27;M
582007 ;2;6
582007 ;3;6
582007 ;13;6
582007 ;16;6
582007 ;17;6
582026 ;1;6
582026 ;4;6
582026 ;6;6
582026 ;8;6
582026 ;10;6
582026 ;11;6
582030 ;6;A
582106 ;3;M
582108 ;7;M
582108 ;9;M
582124 ;15;M
582152 ;19;M
582197 ;28;M
582199 ;6;M
582199 ;7;M
582253 ;1;M
582253 ;2;M
582253 ;4;M
582253 ;5;M
582253 ;8;M
582271 ;1;M
582279 ;1;M
582334 ;1;M
582334 ;3;M
582334 ;6;M
582394 ;8;M
582405 ;1;M
582463 ;12;M
582469 ;2;M
582469 ;8;M
582510 ;3;M
582627 ;2;M
582627 ;15;M
582627 ;16;M
582627 ;24;M
582627 ;26;A
582666 ;8;M
582666 ;14;M
582666 ;15;M
582666 ;16;M
582666 ;17;M
582666 ;18;M
582678 ;9;M
582678 ;11;M
582715 ;14;M
582729 ;6;M
582729 ;7;M
582729 ;8;M
582729 ;9;M
582729 ;10;M
582729 ;11;M
582729 ;12;M
582729 ;14;M
582729 ;16;M
582778 ;19;A
582839 ;4;6
582839 ;7;6
582846 ;2;6
582846 ;3;6
582846 ;4;6
582846 ;6;6
582846 ;7;6
582853 ;7;M
582853 ;9;M
582886 ;10;A
582886 ;11;A
582912 ;1;A
582987 ;1;M
582987 ;3;M
582987 ;6;6
582987 ;7;M
583024 ;3;M
583093 ;3;M
583109 ;1;M
583124 ;14;6
583138 ;6;M
583138 ;8;M
583151 ;2;M
583151 ;12;M
583151 ;20;M
583191 ;10;M
583191 ;13;M
583212 ;4;M
583212 ;8;M
583283 ;10;N
583283 ;11;N
583283 ;14;N
583283 ;21;A
583334 ;7;N
583456 ;14;M
583463 ;3;M
583463 ;9;M
583463 ;10;M
583463 ;27;M
583463 ;28;M
583463 ;29;M
583467 ;1;N
583467 ;2;N
583477 ;4;6
583490 ;12;M
583504 ;15;M
583504 ;18;M
583526 ;4;M
583527 ;1;M
583527 ;7;M
583627 ;8;M
583654 ;2;6
583654 ;7;N
583715 ;3;M
583715 ;8;M
583715 ;10;N
583719 ;1;M
583763 ;9;M
583763 ;12;M
583789 ;4;A
583789 ;7;A
583789 ;8;A
583807 ;7;N
583953 ;6;M
583953 ;17;M
583953 ;19;M
583964 ;13;M
583969 ;4;M
583969 ;7;M
583969 ;18;M
583969 ;19;M
583969 ;21;M
583969 ;22;M
584010 ;1;M
584010 ;2;M
584010 ;25;M
584010 ;29;M
584010 ;32;M
584010 ;35;M
584111 ;1;M
584111 ;2;M
584111 ;3;M
584111 ;4;M
584111 ;5;M
584111 ;7;M
584111 ;8;M
584111 ;9;M
584111 ;11;M
584111 ;12;M
584111 ;13;M
584111 ;14;M
584161 ;5;A
584161 ;11;M
584161 ;12;A
584161 ;13;A
584161 ;17;A
584161 ;18;A
584161 ;19;M
584189 ;7;N
584200 ;2;6
584200 ;6;6
584200 ;10;6
584204 ;13;M
584215 ;5;M
584215 ;9;M
584215 ;16;M
584215 ;24;M
584260 ;7;A
584260 ;9;M
584281 ;8;M
584299 ;1;N
584299 ;2;N
584299 ;3;N
584299 ;4;N
584299 ;5;N
584303 ;4;M
584303 ;9;M
600008 ;13;M
600035 ;10;M
600060 ;3;A
600083 ;7;M
600083 ;12;M
600083 ;14;M
600083 ;30;M
600234 ;1;M
600234 ;2;M
600260 ;4;M
600277 ;2;M
600277 ;4;M
600277 ;7;M
600277 ;9;M
600277 ;14;M
600277 ;15;M
600277 ;17;M
600277 ;19;M
600277 ;22;M
600277 ;23;M
600337 ;1;M
600338 ;2;M
600338 ;10;M
600338 ;11;M
600338 ;12;M
600338 ;16;M
600338 ;26;M
600338 ;33;M
600338 ;37;M
600338 ;41;M
600418 ;1;6
600418 ;21;6
600418 ;22;6
600429 ;4;M
600433 ;7;M
600433 ;21;M
600453 ;4;M
600634 ;6;M
600634 ;7;M
600634 ;13;M
600634 ;15;M
600677 ;1;M
600691 ;17;M
600705 ;4;N
600705 ;11;N
600712 ;6;M
600772 ;19;M
600786 ;7;M
600786 ;8;6
600786 ;9;6
600786 ;15;6
600834 ;18;M
600834 ;28;M
600856 ;1;6
600856 ;2;6
600856 ;10;6
600882 ;2;M
600882 ;6;M
600882 ;15;M
600882 ;18;6
600946 ;5;M
600946 ;17;M
601057 ;13;N
601090 ;3;6
601124 ;10;M
601128 ;2;M
601202 ;3;M
601202 ;4;M
601207 ;12;A
601207 ;15;M
601232 ;6;M
601232 ;7;M
601232 ;13;M
601232 ;19;M
601232 ;21;M
601232 ;23;M
601232 ;24;M
601252 ;1;M
601252 ;8;M
601254 ;2;A
601267 ;17;M
601324 ;4;M
601324 ;17;M
601504 ;10;M
601509 ;5;M
601509 ;6;M
601509 ;10;M
601509 ;30;A
601524 ;1;6
601524 ;2;6
601524 ;3;6
601524 ;4;6
601572 ;13;M
601572 ;15;M
601572 ;18;M
601583 ;8;M
601583 ;9;M
601605 ;21;N
601647 ;7;M
601763 ;3;A
601763 ;4;M
601763 ;7;A
601865 ;4;M
601878 ;3;M
602027 ;12;6
602027 ;14;6
602044 ;10;M
602044 ;13;M
602044 ;20;M
602059 ;1;M
602059 ;8;M
602059 ;9;M
602059 ;10;M
602059 ;11;M
602106 ;5;6
602127 ;20;M
602127 ;26;M
602199 ;2;M
602199 ;3;M
602199 ;22;M
602294 ;4;M
602296 ;5;M
602338 ;13;6
602348 ;2;N
602352 ;4;N
602352 ;5;N
602352 ;6;N
602352 ;7;N
602352 ;8;N
602352 ;12;N
602352 ;15;M
602352 ;17;N
602377 ;8;M
602377 ;12;M
602412 ;12;M
602415 ;2;M
602415 ;6;M
602415 ;15;M
602494 ;14;A
602550 ;10;M
602550 ;19;M
602554 ;9;M
602554 ;20;M
602566 ;1;A
602602 ;6;6
602602 ;7;6
602602 ;8;6
602602 ;18;M
602655 ;4;M
602655 ;6;M
602675 ;4;A
602675 ;5;M
602675 ;8;M
602727 ;13;M
602727 ;15;M
602727 ;16;M
602751 ;11;M
602858 ;4;A
602871 ;3;M
602917 ;12;A
602928 ;4;M
602928 ;8;M
602939 ;6;M
602946 ;9;M
602946 ;10;M
602946 ;11;M
602946 ;12;A
602965 ;4;M
602965 ;7;M
602965 ;9;M
602965 ;10;M
602965 ;13;M
602965 ;16;M
602965 ;22;M
602965 ;23;M
603028 ;8;M
603029 ;2;M
603029 ;4;M
603029 ;6;M
603055 ;6;M
603055 ;7;M
603055 ;8;M
603137 ;6;M
603137 ;7;M
603145 ;7;M
603145 ;10;M
603149 ;13;M
603170 ;2;M
603170 ;3;M
603170 ;8;M
603170 ;9;M
603187 ;9;M
603187 ;19;M
603188 ;3;M
603188 ;4;M
603188 ;8;M
603188 ;13;M
603188 ;14;M
603188 ;17;M
603188 ;18;M
603188 ;19;M
603188 ;27;M
603188 ;28;M
603188 ;29;M
603188 ;30;M
603202 ;1;M
603202 ;2;A
603202 ;3;A
603202 ;4;A
603202 ;5;A
603202 ;6;A
603202 ;7;A
603202 ;8;A
603210 ;5;M
603210 ;6;M
603210 ;13;M
603210 ;14;M
603218 ;1;M
603218 ;10;M
603218 ;11;M
603218 ;12;M
603218 ;13;M
603218 ;14;M
603218 ;15;M
603218 ;18;M
603222 ;10;M
603222 ;11;M
603222 ;12;M
603252 ;4;M
603252 ;6;M
603252 ;7;M
603252 ;22;M
603302 ;2;6
603302 ;3;6
603302 ;14;M
603302 ;21;6
603302 ;22;6
603312 ;1;M
603328 ;2;M
603343 ;4;M
603351 ;5;A
603454 ;12;M
603454 ;23;M
603530 ;2;M
603530 ;7;M
603530 ;17;A
603551 ;4;M
603551 ;6;M
603551 ;10;M
603568 ;11;A
603572 ;17;M
603596 ;5;M
603596 ;6;M
603596 ;8;M
603596 ;9;M
603596 ;12;M
603596 ;13;M
603596 ;17;M
603596 ;18;A
603663 ;13;M
603663 ;19;M
603663 ;20;M
603668 ;4;M
603698 ;16;M
603727 ;10;M
603727 ;20;M
603762 ;9;A
603785 ;2;M
603785 ;5;M
603785 ;13;M
603785 ;20;M
603785 ;22;M
603852 ;1;M
603852 ;7;M
603852 ;15;A
603852 ;16;M
603852 ;17;A
604001 ;4;6
604001 ;17;6
604001 ;18;6
604034 ;2;M
604034 ;29;M
604035 ;3;M
604052 ;1;A
604052 ;5;A
604052 ;8;A
604052 ;9;M
604055 ;1;A
604055 ;10;M
604055 ;16;A
604055 ;23;A
604080 ;2;M
604080 ;3;M
604102 ;3;A
604102 ;12;M
604102 ;16;M
604111 ;13;M
604129 ;3;M
604135 ;13;A
604232 ;4;M
604232 ;13;M
604232 ;14;M
604232 ;15;M
604284 ;9;N
604284 ;12;M
604298 ;1;M
604312 ;2;M
604312 ;3;M
604312 ;5;M
604312 ;6;M
604331 ;5;M
604331 ;6;M
604331 ;11;M
604338 ;2;A
604338 ;8;A
604375 ;5;6
604375 ;6;6
604375 ;12;M
604420 ;1;6
604420 ;4;6
604420 ;6;6
604426 ;4;M
604431 ;1;6
604431 ;20;A
604439 ;5;M
604439 ;6;M
604439 ;7;M
604439 ;8;M
604439 ;9;M
604439 ;16;M
604439 ;17;N
604439 ;19;M
604453 ;2;6
604453 ;13;6
604490 ;13;M
604490 ;19;M
604513 ;1;M
604513 ;6;M
604513 ;7;M
604513 ;8;M
604513 ;11;M
604538 ;5;M
604538 ;12;M
604569 ;6;M
604573 ;5;A
604679 ;5;M
604679 ;19;M
604679 ;23;M
604679 ;26;M
604717 ;11;M
604717 ;12;M
604790 ;2;M
604798 ;6;M
604798 ;8;M
604802 ;9;M
604805 ;2;M
604814 ;12;M
604814 ;13;M
604814 ;15;A
604814 ;16;A
604883 ;8;A
604929 ;10;M
605023 ;1;N
605023 ;6;N
605090 ;9;N
605090 ;13;N
605101 ;12;M
605144 ;18;M
605163 ;5;M
605163 ;6;M
605167 ;3;A
605170 ;8;M
605170 ;17;M
605170 ;18;M
605170 ;20;A
605175 ;15;A
605175 ;21;M
605190 ;4;M
605190 ;5;M
605190 ;9;A
605190 ;19;M
605190 ;21;M
605190 ;23;M
605190 ;26;M
605190 ;28;M
605209 ;3;6
605209 ;7;6
605209 ;8;6
605209 ;9;6
605209 ;11;N
605209 ;19;N
605209 ;20;N
605271 ;16;M
605271 ;24;M
605271 ;25;M
605271 ;26;M
605271 ;27;M
605271 ;28;M
605309 ;1;M
605309 ;4;M
605309 ;9;M
605309 ;10;M
605309 ;13;M
605325 ;1;M
605325 ;5;M
605325 ;6;M
605333 ;8;M
605333 ;10;M
605333 ;16;M
605333 ;23;M
605333 ;24;M
605341 ;1;N
605341 ;5;N
605341 ;7;N
605341 ;8;N
605341 ;12;N
605341 ;13;N
605341 ;14;N
605341 ;15;N
605341 ;16;N
605341 ;19;N
605341 ;30;N
605341 ;32;N
605341 ;36;N
605341 ;37;N
605347 ;2;M
605347 ;5;M
605367 ;3;M
605367 ;19;M
605367 ;26;M
605367 ;27;M
605392 ;13;M
605454 ;7;A
605460 ;11;M
605490 ;13;M
605490 ;14;M
605500 ;7;6
605500 ;12;M
605500 ;13;M
605593 ;9;M
605593 ;17;M
605593 ;21;M
605593 ;28;M
605605 ;4;M
605685 ;13;M
605703 ;3;M
605703 ;8;M
605703 ;10;M
605711 ;3;M
605711 ;6;M
605711 ;17;M
605736 ;1;M
605736 ;3;M
605736 ;5;A
605736 ;6;M
605760 ;5;M
605760 ;15;M
605791 ;4;M
605810 ;2;M
605823 ;8;M
605851 ;9;M
605863 ;3;M
605931 ;2;M
605931 ;6;M
605931 ;25;M
605931 ;27;M
605948 ;16;6
605980 ;2;M
606028 ;4;M
606052 ;1;M
606057 ;15;M
606057 ;18;M
606057 ;30;M
606134 ;2;A
606134 ;5;M
606144 ;9;M
606180 ;4;M
606180 ;11;M
606209 ;1;6
606209 ;3;6
606212 ;24;M
606212 ;25;M
606212 ;27;M
606216 ;12;M
606266 ;21;M
606410 ;10;M
606432 ;5;M
606432 ;7;M
606432 ;10;M
606435 ;2;M
606435 ;16;M
606447 ;7;M
606447 ;8;M
606451 ;8;A
606489 ;5;6
606496 ;3;M
606550 ;3;M
606550 ;6;6
606550 ;10;6
606550 ;11;6
606559 ;5;N
606643 ;6;6
606676 ;10;M
606676 ;15;M
606696 ;3;M
606716 ;9;M
606731 ;2;M
606731 ;3;M
606731 ;4;M
606731 ;8;M
606731 ;10;M
606731 ;12;M
606731 ;13;M
606735 ;12;M
606760 ;7;M
606818 ;13;A
606873 ;2;M
606873 ;4;M
606873 ;5;A
606873 ;6;M
606873 ;13;M
606873 ;22;M
606873 ;25;M
606873 ;27;M
606888 ;6;M
606922 ;1;M
606922 ;2;M
606922 ;3;M
606922 ;13;M
606922 ;25;6
606922 ;28;6
606940 ;2;6
606940 ;5;6
606940 ;7;6
606940 ;11;6
606940 ;25;6
606967 ;1;M
606967 ;4;M
607004 ;18;M
607004 ;19;A
607060 ;6;M
607101 ;1;M
607101 ;9;M
607101 ;16;M
607101 ;21;M
607101 ;22;M
607101 ;24;M
607101 ;26;M
607105 ;28;M
607125 ;12;M
607125 ;21;M
607125 ;25;M
607139 ;1;M
607240 ;3;M
607240 ;4;M
607240 ;5;M
607240 ;6;M
607240 ;7;M
607240 ;8;M
607240 ;10;M
607240 ;16;M
607240 ;23;M
607332 ;5;A
607332 ;9;M
607332 ;11;M
607332 ;12;M
607332 ;13;M
607332 ;15;M
607332 ;16;M
607408 ;7;M
607427 ;1;M
607427 ;2;A
607436 ;4;M
607436 ;13;M
607511 ;1;M
607511 ;2;M
607511 ;9;M
607511 ;12;M
607515 ;10;M
607542 ;9;A
607583 ;6;M
607583 ;8;M
607607 ;6;M
607607 ;7;M
607607 ;12;M
607607 ;14;M
607624 ;8;M
607644 ;2;M
607644 ;6;M
607644 ;10;M
607644 ;13;M
607644 ;14;M
607644 ;20;M
607644 ;21;M
607710 ;8;M
607740 ;16;6
607771 ;1;6
607771 ;4;6
607771 ;7;6
607771 ;8;6
607771 ;10;6
607771 ;20;6
607771 ;23;6
607771 ;24;6
607786 ;5;M
607786 ;6;M
607786 ;9;M
607786 ;18;M
607801 ;2;M
607801 ;4;M
607891 ;3;M
607985 ;3;M
607985 ;4;A
607985 ;16;A
607985 ;17;A
607985 ;18;A
607985 ;21;A
607985 ;23;M
607985 ;26;M
607985 ;28;M
607998 ;2;N
607998 ;4;N
608025 ;4;M
608025 ;13;M
608025 ;20;M
608025 ;23;M
608049 ;1;A
608049 ;2;A
608049 ;3;A
608049 ;4;A
608069 ;2;M
608148 ;1;M
608148 ;6;A
608170 ;2;M
608170 ;4;A
608170 ;5;A
608174 ;3;6
608199 ;19;M
608236 ;10;M
608236 ;11;M
608236 ;15;M
608245 ;4;A
608245 ;13;M
608245 ;14;A
608245 ;15;M
608245 ;17;6
608245 ;18;6
608254 ;11;M
608254 ;12;M
608254 ;14;M
608254 ;16;M
608254 ;17;M
608254 ;18;M
608254 ;20;M
608254 ;38;M
608293 ;5;M
608293 ;7;M
608293 ;8;M
608293 ;17;M
608293 ;27;M
608293 ;30;M
608319 ;3;M
608319 ;5;N
608319 ;6;N
608319 ;7;M
608319 ;10;M
608319 ;11;M
608321 ;8;N
608401 ;4;A
608407 ;5;M
608407 ;8;M
608441 ;3;N
608441 ;5;M
608441 ;13;M
608441 ;15;M
608441 ;19;A
608448 ;4;M
608448 ;11;M
608448 ;12;M
608459 ;11;M
608475 ;11;M
608475 ;18;M
608475 ;25;M
608498 ;5;6
608498 ;8;6
608498 ;9;6
608498 ;10;6
608516 ;5;M
608533 ;5;M
608533 ;18;M
608620 ;5;M
608642 ;12;M
608665 ;3;M
608665 ;4;M
608665 ;5;M
608695 ;7;A
608702 ;1;M
608807 ;6;M
608807 ;20;M
608860 ;4;M
608877 ;13;M
608884 ;6;N
608884 ;7;N
608884 ;8;N
608884 ;9;N
608884 ;10;N
608884 ;11;N
608904 ;6;M
608915 ;4;M
608915 ;6;A
608915 ;10;M
608915 ;19;M
608915 ;21;M
608949 ;8;M
608949 ;10;M
609009 ;11;M
609036 ;3;M
609036 ;6;A
609050 ;3;6
609050 ;5;6
609050 ;6;6
609050 ;16;6
609050 ;18;6
609077 ;3;M
609077 ;8;M
609080 ;3;M
609103 ;11;6
609218 ;15;M
609218 ;22;M
609218 ;27;M
609218 ;33;M
609317 ;3;A
609317 ;4;A
609317 ;7;M
609350 ;1;M
609422 ;4;6
609422 ;7;6
609422 ;9;6
609422 ;12;6
609422 ;14;6
609422 ;22;6
609422 ;25;6
609444 ;8;M
609444 ;11;M
609444 ;17;M
609444 ;21;M
609468 ;7;A
609468 ;9;A
609468 ;11;M
609468 ;15;M
609468 ;17;M
609468 ;18;M
609468 ;21;M
609468 ;22;M
609498 ;2;6
609498 ;3;6
609498 ;5;6
609498 ;6;6
609498 ;7;6
609498 ;8;6
609498 ;9;6
609700 ;4;6
609700 ;6;6
609718 ;4;M
609718 ;5;M
609718 ;6;M
609718 ;7;M
609723 ;5;M
609723 ;9;M
609733 ;2;M
609733 ;5;M
609754 ;1;6
609754 ;7;M
609754 ;13;A
609754 ;16;6
609754 ;18;A
609778 ;1;6
609893 ;5;6
609893 ;17;M
609893 ;19;M
609893 ;28;M
609913 ;18;N
609913 ;20;N
609913 ;24;N
609913 ;30;N
609954 ;26;M
609954 ;27;M
609954 ;30;A
610009 ;3;M
610009 ;5;M
610009 ;12;M
610009 ;20;M
610009 ;26;M
610072 ;5;M
610072 ;6;M
610072 ;7;M
610072 ;8;M
610072 ;12;M
610072 ;16;M
610072 ;17;M
610086 ;7;6
610086 ;8;6
610135 ;3;A
610135 ;8;M
610248 ;12;M
610292 ;4;6
610292 ;8;6
610403 ;2;M
610403 ;22;M
610439 ;4;N
610464 ;9;M
610476 ;2;M
610476 ;7;M
610476 ;8;M
610476 ;10;M
610481 ;16;A
610481 ;22;A
610485 ;5;M
610485 ;14;A
610508 ;7;M
610532 ;11;M
610537 ;4;M
610537 ;6;M
610537 ;10;M
610542 ;7;M
610542 ;18;A
610542 ;19;A
610578 ;12;M
610578 ;14;M
610630 ;1;M
610630 ;2;M
610630 ;4;M
610630 ;8;M
610630 ;13;M
610630 ;17;M
610630 ;21;M
610630 ;23;M
610630 ;24;M
610670 ;1;A
610670 ;2;A
610670 ;3;A
610670 ;4;A
610673 ;4;A
610673 ;20;A
610673 ;21;A
610673 ;22;A
610673 ;23;M
610707 ;3;M
610724 ;15;M
610736 ;3;M
610736 ;13;M
610860 ;4;M
610878 ;20;M
610896 ;2;M
610896 ;7;M
610913 ;8;M
610913 ;14;M
610917 ;7;M
610917 ;9;6
610987 ;9;M
611009 ;12;M
611009 ;14;M
611052 ;6;M
611102 ;6;M
611110 ;1;M
611110 ;12;M
611110 ;18;M
611200 ;7;M
611205 ;16;M
611218 ;3;M
611227 ;2;6
611227 ;8;6
611227 ;9;6
611227 ;10;6
611227 ;11;6
611227 ;13;6
611256 ;5;M
611256 ;13;M
611256 ;16;6
611256 ;28;M
611258 ;2;M
611258 ;8;M
611258 ;10;M
611258 ;13;M
611269 ;4;N
611269 ;5;N
611269 ;7;N
611269 ;8;N
611269 ;10;N
611269 ;11;N
611296 ;2;M
611296 ;3;M
611344 ;9;M
611354 ;14;M
611393 ;3;M
611393 ;13;M
611393 ;14;M
611393 ;17;M
611393 ;19;M
611393 ;22;M
611451 ;4;M
611451 ;8;M
611451 ;9;M
611451 ;10;M
611451 ;11;M
611451 ;15;M
611451 ;16;M
611451 ;20;M
611483 ;15;M
611514 ;22;6
611514 ;23;6
611517 ;2;M
611517 ;16;M
611517 ;23;M
611517 ;24;M
611517 ;25;M
611517 ;26;M
611517 ;28;M
611517 ;29;M
611537 ;4;A
611537 ;13;A
611638 ;2;M
611638 ;6;M
611638 ;15;M
611642 ;4;A
611653 ;2;M
611653 ;19;6
611653 ;21;6
611806 ;5;A
611806 ;6;A
611806 ;12;M
611861 ;4;A
611931 ;4;M
611931 ;5;M
611931 ;8;M
611931 ;9;M
611931 ;10;M
611931 ;11;M
611931 ;13;M
611945 ;11;A
611945 ;17;M
611945 ;38;A
611955 ;3;M
611955 ;4;A
611955 ;7;M
611999 ;4;M
611999 ;12;M
612048 ;9;6
612102 ;8;M
612102 ;26;M
612106 ;11;M
612122 ;7;M
612189 ;9;M
612204 ;9;M
612226 ;3;M
612226 ;8;M
612226 ;13;M
612256 ;8;N
612256 ;11;N
612296 ;7;M
612346 ;1;M
612423 ;5;M
612423 ;17;M
612428 ;10;M
612437 ;13;A
612474 ;2;M
612492 ;22;M
612502 ;2;A
612502 ;15;A
612502 ;16;M
612508 ;6;M
612533 ;5;A
612652 ;3;M
612652 ;4;M
612710 ;2;M
612710 ;3;M
612710 ;4;M
612710 ;7;M
612710 ;11;M
612710 ;13;M
612710 ;21;M
612710 ;22;M
612710 ;23;A
612710 ;24;A
612846 ;2;A
612846 ;25;M
612947 ;3;M
612947 ;11;M
612947 ;15;M
612947 ;20;M
612947 ;24;M
612947 ;29;M
612983 ;6;A
613069 ;12;N
613100 ;5;6
613119 ;8;A
613119 ;17;A
613178 ;4;M
613180 ;4;M
613180 ;17;A
613201 ;4;M
613203 ;18;6
613223 ;5;M
613223 ;10;M
613223 ;13;M
613223 ;19;M
613223 ;22;M
613267 ;3;M
613316 ;10;M
613317 ;3;A
613317 ;5;M
613317 ;6;M
613317 ;11;M
613317 ;23;A
613360 ;2;M
613360 ;3;M
613360 ;4;M
613360 ;5;M
613371 ;11;M
613371 ;12;M
613371 ;13;M
613371 ;19;M
613376 ;9;N
613376 ;11;M
613376 ;12;N
613376 ;15;M
613376 ;22;M
613376 ;33;N
613434 ;3;M
613434 ;4;M
613434 ;5;M
613434 ;7;M
613434 ;9;M
613434 ;14;M
613434 ;15;M
613434 ;17;M
613434 ;21;M
613439 ;8;M
613439 ;10;M
613439 ;11;M
613439 ;13;M
613439 ;14;M
613439 ;15;M
613439 ;16;M
613468 ;5;M
613468 ;13;N
613505 ;11;6
613639 ;7;A
613639 ;11;M
613791 ;1;M
613791 ;4;M
613842 ;8;M
613842 ;10;M
613842 ;11;M
613874 ;10;6
613899 ;10;M
613899 ;12;M
613912 ;14;M
613919 ;5;6
613939 ;5;M
613939 ;6;M
613939 ;10;M
613939 ;11;M
613939 ;14;M
613958 ;2;M
613958 ;3;M
613958 ;4;M
613958 ;6;M
613958 ;7;M
613958 ;8;M
613958 ;9;M
613958 ;10;M
613958 ;11;M
613958 ;12;M
613968 ;2;M
613968 ;15;M
613968 ;18;M
613968 ;19;M
613968 ;22;M
613980 ;7;A
614031 ;3;N
614065 ;7;M
614074 ;2;M
614106 ;6;A
614120 ;4;M
614120 ;10;M
614120 ;13;M
614120 ;16;M
614120 ;17;M
614131 ;9;M
614131 ;16;M
614175 ;1;6
614175 ;2;6
614175 ;3;6
614175 ;4;6
614175 ;6;6
614175 ;7;6
614175 ;9;6
614175 ;10;6
614175 ;11;6
614175 ;12;6
614175 ;13;6
614175 ;14;6
614175 ;15;6
614280 ;8;M
614280 ;9;M
614324 ;4;M
614366 ;7;M
614366 ;8;M
614366 ;9;M
614376 ;5;M
614406 ;11;M
614448 ;3;M
614448 ;10;M
614455 ;3;M
614669 ;17;M
614689 ;27;M
614689 ;29;M
614704 ;3;M
614704 ;11;M
614704 ;12;M
614704 ;25;M
614710 ;4;M
614710 ;5;N
614710 ;7;M
614906 ;5;M
614926 ;1;M
614926 ;2;M
614926 ;6;M
614931 ;7;M
614938 ;21;M
614938 ;22;M
614938 ;24;M
614938 ;25;M
614942 ;28;N
614942 ;29;N
614942 ;35;N
614995 ;3;M
614995 ;4;A
614995 ;13;M
615008 ;5;M
615037 ;15;M
615037 ;16;M
615037 ;19;M
615037 ;23;M
615037 ;25;M
615037 ;27;M
615037 ;29;M
615117 ;4;6
615117 ;8;6
615117 ;10;6
615117 ;13;6
615124 ;3;M
615124 ;9;M
615139 ;1;A
615189 ;2;N
615298 ;1;N
615404 ;6;A
615404 ;7;A
615404 ;8;A
615429 ;14;M
615448 ;2;M
615448 ;4;M
615448 ;5;M
615448 ;6;M
615448 ;7;M
615448 ;8;M
615448 ;9;M
615448 ;10;M
615448 ;11;M
615448 ;12;M
615448 ;13;M
615547 ;1;M
615548 ;4;M
615548 ;7;M
615548 ;13;M
615585 ;6;M
615637 ;6;M
615637 ;9;A
615637 ;15;A
615782 ;6;M
615829 ;14;M
615829 ;22;M
615831 ;5;M
615903 ;5;M
615904 ;4;M
615908 ;9;M
616088 ;7;6
616088 ;8;6
616088 ;10;6
616098 ;4;M
616098 ;5;M
616098 ;11;A
616113 ;6;M
616113 ;10;M
616169 ;1;6
616169 ;2;6
616169 ;3;6
616169 ;4;6
616169 ;5;6
616169 ;6;6
616169 ;7;6
616169 ;8;6
616180 ;5;6
616222 ;10;M
616222 ;11;M
616222 ;16;M
616227 ;3;6
616227 ;6;6
616227 ;8;6
616227 ;18;6
616250 ;13;M
616252 ;5;M
616268 ;9;M
616268 ;11;M
616272 ;6;M
616272 ;17;M
616275 ;6;N
616275 ;7;N
616275 ;10;A
616275 ;11;A
616275 ;16;N
616298 ;2;M
616298 ;6;M
616298 ;7;M
616298 ;16;M
616308 ;8;M
616308 ;9;M
616351 ;4;M
616351 ;6;M
616351 ;12;M
616351 ;14;M
616354 ;6;M
616354 ;13;M
616402 ;6;M
616425 ;6;M
616439 ;2;M
616439 ;5;M
616444 ;2;M
616444 ;3;A
616444 ;4;A
616444 ;5;A
616444 ;7;M
616505 ;2;M
616505 ;7;M
616512 ;4;M
616512 ;5;M
616512 ;6;M
616512 ;7;M
616551 ;5;M
616551 ;11;6
616551 ;12;6
616562 ;1;M
616562 ;6;M
616628 ;10;6
616628 ;15;6
616628 ;25;6
616655 ;1;A
616655 ;3;A
616655 ;4;A
616655 ;5;A
616655 ;6;A
616709 ;6;M
616766 ;2;M
616766 ;10;A
616766 ;12;A
616803 ;1;A
616803 ;9;M
616803 ;10;M
616803 ;19;M
616819 ;7;M
616913 ;3;M
616913 ;4;M
616913 ;5;M
616913 ;7;M
616977 ;17;6
617042 ;12;M
617042 ;14;M
617054 ;8;M
617054 ;10;M
617054 ;16;M
617104 ;2;M
617104 ;4;M
617153 ;3;M
617153 ;5;6
617153 ;13;M
617153 ;23;M
617153 ;26;6
617158 ;1;M
617207 ;5;N
617207 ;7;N
617267 ;12;A
617267 ;23;M
617267 ;26;M
617282 ;4;M
617313 ;5;M
617389 ;8;A
617389 ;13;M
617389 ;14;M
